Year,Category,Prize,Prize Share,Laureate ID,LaureateType,FullName,Birth Date,Birth City,BirthCountry,Sex,OrganizationName,Organization City,OrganizationCountry,Death Date,Death City,Death Country,Age
1975,Chemistry,The Nobel Prize in Chemistry 1975,1/2,247,Individual,John Warcup Cornforth,1917-09-07,Sydney,Australia,Male,University of Sussex,Brighton,United Kingdom,2013-12-08,,,58
1975,Chemistry,The Nobel Prize in Chemistry 1975,1/2,248,Individual,Vladimir Prelog,1906-07-23,Sarajevo,Austria-Hungary (Bosnia and Herzegovina),Male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,1998-01-07,Zurich,Switzerland,69
1975,Economics,The Sveriges Riksbank Prize in Economic Sciences 1975,1/2,686,Individual,Leonid Vitaliyevich Kantorovich,1912-01-19,St. Petersburg,Russian Empire (Russia),Male,Academy of Sciences,Moscow,Russia,1986-04-07,Moscow,Russia,63
1975,Economics,The Sveriges Riksbank Prize in Economic Sciences 1975,1/2,687,Individual,Tjalling C. Koopmans,1910-08-28,'s Graveland,Netherlands,Male,Yale University,New HavenCT,United States,1985-02-26,New HavenCT,United States,65
1975,Literature,The Nobel Prize in Literature 1975,1/1,651,Individual,Eugenio Montale,1896-10-12,Genoa,Italy,Male,,,,1981-09-12,Milan,Italy,79
1975,Medicine,The Nobel Prize in Physiology or Medicine 1975,1/3,406,Individual,David Baltimore,1938-03-07,New YorkNY,United States,Male,Massachusetts Institute of Technology (MIT),CambridgeMA,United States,,,,37
1975,Medicine,The Nobel Prize in Physiology or Medicine 1975,1/3,407,Individual,Renato Dulbecco,1914-02-22,Catanzaro,Italy,Male,Imperial Cancer Research Fund Laboratory,London,United Kingdom,2012-02-19,La JollaCA,United States,61
1975,Medicine,The Nobel Prize in Physiology or Medicine 1975,1/3,408,Individual,Howard Martin Temin,1934-12-10,PhiladelphiaPA,United States,Male,University of Wisconsin,MadisonWI,United States,1994-02-09,MadisonWI,United States,41
1975,Peace,The Nobel Peace Prize 1975,1/1,534,Individual,Andrei Dmitrievich Sakharov,1921-05-21,Moscow,Russia,Male,,,,1989-12-14,Moscow,Russia,54
1975,Physics,The Nobel Prize in Physics 1975,1/3,102,Individual,Aage Niels Bohr,1922-06-19,Copenhagen,Denmark,Male,Niels Bohr Institute,Copenhagen,Denmark,2009-09-08,Copenhagen,Denmark,53
1975,Physics,The Nobel Prize in Physics 1975,1/3,103,Individual,Ben Roy Mottelson,1926-07-09,ChicagoIL,United States,Male,Nordita,Copenhagen,Denmark,,,,49
1975,Physics,The Nobel Prize in Physics 1975,1/3,104,Individual,Leo James Rainwater,1917-12-09,CouncilID,United States,Male,Columbia University,New YorkNY,United States,1986-03-31,YonkersNY,United States,58
1976,Chemistry,The Nobel Prize in Chemistry 1976,1/1,249,Individual,William N. Lipscomb,1919-12-09,ClevelandOH,United States,Male,Harvard University,CambridgeMA,United States,2011-04-14,CambridgeMA,United States,57
1976,Economics,The Sveriges Riksbank Prize in Economic Sciences 1976,1/1,688,Individual,Milton Friedman,1912-07-31,BrooklynNY,United States,Male,University of Chicago,ChicagoIL,United States,2006-11-16,San FranciscoCA,United States,64
1976,Literature,The Nobel Prize in Literature 1976,1/1,652,Individual,Saul Bellow,1915-06-10,Montreal,Canada,Male,,,,2005-04-05,BrooklineMA,United States,61
1976,Medicine,The Nobel Prize in Physiology or Medicine 1976,1/2,409,Individual,Baruch S. Blumberg,1925-07-28,New YorkNY,United States,Male,The Institute for Cancer Research,PhiladelphiaPA,United States,2011-04-05,Moffett FieldCA,United States,51
1976,Medicine,The Nobel Prize in Physiology or Medicine 1976,1/2,410,Individual,D. Carleton Gajdusek,1923-09-09,YonkersNY,United States,Male,National Institutes of Health,BethesdaMD,United States,2008-12-12,Tromsø,Norway,53
1976,Peace,The Nobel Peace Prize 1976,1/2,535,Individual,Betty Williams,1943-05-22,Belfast,Northern Ireland,Female,,,,,,,33
1976,Peace,The Nobel Peace Prize 1976,1/2,536,Individual,Mairead Corrigan,1944-01-27,Belfast,Northern Ireland,Female,,,,,,,32
1976,Physics,The Nobel Prize in Physics 1976,1/2,105,Individual,Burton Richter,1931-03-22,BrooklynNY,United States,Male,Stanford Linear Accelerator Center,StanfordCA,United States,,,,45
1976,Physics,The Nobel Prize in Physics 1976,1/2,106,Individual,Samuel Chao Chung Ting,1936-01-27,Ann ArborMI,United States,Male,Massachusetts Institute of Technology (MIT),CambridgeMA,United States,,,,40
1977,Chemistry,The Nobel Prize in Chemistry 1977,1/1,250,Individual,Ilya Prigogine,1917-01-25,Moscow,Russia,Male,Université Libre de Bruxelles,Brussels,Belgium,2003-05-28,Brussels,Belgium,60
1977,Chemistry,The Nobel Prize in Chemistry 1977,1/1,250,Individual,Ilya Prigogine,1917-01-25,Moscow,Russia,Male,University of Texas,AustinTX,United States,2003-05-28,Brussels,Belgium,60
1977,Economics,The Sveriges Riksbank Prize in Economic Sciences 1977,1/2,689,Individual,Bertil Ohlin,1899-04-23,Klippan,Sweden,Male,Stockholm School of Economics,Stockholm,Sweden,1979-08-03,Vålådalen,Sweden,78
1977,Economics,The Sveriges Riksbank Prize in Economic Sciences 1977,1/2,690,Individual,James E. Meade,1907-06-23,Swanage,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,1995-12-22,Cambridge,United Kingdom,70
1977,Literature,The Nobel Prize in Literature 1977,1/1,653,Individual,Vicente Aleixandre,1898-04-26,Sevilla,Spain,Male,,,,1984-12-14,Madrid,Spain,79
1977,Medicine,The Nobel Prize in Physiology or Medicine 1977,1/4,411,Individual,Roger Guillemin,1924-01-11,Dijon,France,Male,The Salk Institute,San DiegoCA,United States,,,,53
1977,Medicine,The Nobel Prize in Physiology or Medicine 1977,1/4,412,Individual,Andrew V. Schally,1926-11-30,Wilno (Vilnius),Poland (Lithuania),Male,Veterans Administration Hospital,New OrleansLA,United States,,,,51
1977,Medicine,The Nobel Prize in Physiology or Medicine 1977,1/2,413,Individual,Rosalyn Yalow,1921-07-19,New YorkNY,United States,Female,Veterans Administration Hospital,BronxNY,United States,2011-05-30,New YorkNY,United States,56
1977,Peace,The Nobel Peace Prize 1977,1/1,537,Organization,Amnesty International,,,,,,,,,,,#VALUE!
1977,Physics,The Nobel Prize in Physics 1977,1/3,107,Individual,Philip Warren Anderson,1923-12-13,IndianapolisIN,United States,Male,Bell Telephone Laboratories,Murray HillNJ,United States,,,,54
1977,Physics,The Nobel Prize in Physics 1977,1/3,108,Individual,Sir Nevill Francis Mott,1905-09-30,Leeds,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,1996-08-08,Milton Keynes,United Kingdom,72
1977,Physics,The Nobel Prize in Physics 1977,1/3,109,Individual,John Hasbrouck van Vleck,1899-03-13,MiddletownCT,United States,Male,Harvard University,CambridgeMA,United States,1980-10-27,CambridgeMA,United States,78
1978,Chemistry,The Nobel Prize in Chemistry 1978,1/1,251,Individual,Peter D. Mitchell,1920-09-29,Mitcham,United Kingdom,Male,Glynn Research Laboratories,Bodmin,United Kingdom,1992-04-10,Bodmin,United Kingdom,58
1978,Economics,The Sveriges Riksbank Prize in Economic Sciences 1978,1/1,691,Individual,Herbert A. Simon,1916-06-15,MilwaukeeWI,United States,Male,Carnegie Mellon University,PittsburghPA,United States,2001-02-09,PittsburghPA,United States,62
1978,Literature,The Nobel Prize in Literature 1978,1/1,654,Individual,Isaac Bashevis Singer,1904-07-14,Leoncin,Poland,Male,,,,1991-07-24,SurfsideFL,United States,74
1978,Medicine,The Nobel Prize in Physiology or Medicine 1978,1/3,414,Individual,Werner Arber,1929-06-03,Gränichen,Switzerland,Male,Biozentrum der Universität,Basel,Switzerland,,,,49
1978,Medicine,The Nobel Prize in Physiology or Medicine 1978,1/3,415,Individual,Daniel Nathans,1928-10-30,WilmingtonDE,United States,Male,Johns Hopkins University School of Medicine,BaltimoreMD,United States,1999-11-16,BaltimoreMD,United States,50
1978,Medicine,The Nobel Prize in Physiology or Medicine 1978,1/3,416,Individual,Hamilton O. Smith,1931-08-23,New YorkNY,United States,Male,Johns Hopkins University School of Medicine,BaltimoreMD,United States,,,,47
1978,Peace,The Nobel Peace Prize 1978,1/2,538,Individual,Mohamed Anwar al-Sadat,1918-12-25,Mit Abu al-Kawm,Egypt,Male,,,,1981-10-06,Cairo,Egypt,60
1978,Peace,The Nobel Peace Prize 1978,1/2,539,Individual,Menachem Begin,1913-08-16,Brest Litovsk,Belarus,Male,,,,1992-03-09,Tel Aviv,Israel,65
1978,Physics,The Nobel Prize in Physics 1978,1/2,110,Individual,Pyotr Leonidovich Kapitsa,1894-07-09,Kronshtadt,Russian Empire (Russia),Male,Academy of Sciences,Moscow,Russia,1984-04-08,Moscow,Russia,84
1978,Physics,The Nobel Prize in Physics 1978,1/4,111,Individual,Arno Allan Penzias,1933-04-26,Munich,Germany,Male,Bell Laboratories,HolmdelNJ,United States,,,,45
1978,Physics,The Nobel Prize in Physics 1978,1/4,112,Individual,Robert Woodrow Wilson,1936-01-10,HoustonTX,United States,Male,Bell Laboratories,HolmdelNJ,United States,,,,42
1979,Chemistry,The Nobel Prize in Chemistry 1979,1/2,252,Individual,Herbert C. Brown,1912-05-22,London,United Kingdom,Male,Purdue University,West LafayetteIN,United States,2004-12-19,LafayetteIN,United States,67
1979,Chemistry,The Nobel Prize in Chemistry 1979,1/2,253,Individual,Georg Wittig,1897-06-16,Berlin,Germany,Male,University of Heidelberg,Heidelberg,Germany,1987-08-26,Heidelberg,West Germany,82
1979,Economics,The Sveriges Riksbank Prize in Economic Sciences 1979,1/2,692,Individual,Theodore W. Schultz,1902-04-30,ArlingtonSD,United States,Male,University of Chicago,ChicagoIL,United States,1998-02-26,EvanstonIL,United States,77
1979,Economics,The Sveriges Riksbank Prize in Economic Sciences 1979,1/2,693,Individual,Sir Arthur Lewis,1915-01-23,Castries,British West Indies (Saint Lucia),Male,Princeton University,PrincetonNJ,United States,1991-06-15,Bridgetown,Barbados,64
1979,Literature,The Nobel Prize in Literature 1979,1/1,655,Individual,Odysseus Elytis,1911-11-02,Iráklion,Greece,Male,,,,1996-03-18,Athens,Greece,68
1979,Medicine,The Nobel Prize in Physiology or Medicine 1979,1/2,417,Individual,Allan M. Cormack,1924-02-23,Johannesburg,South Africa,Male,Tufts University,MedfordMA,United States,1998-05-07,WinchesterMA,United States,55
1979,Medicine,The Nobel Prize in Physiology or Medicine 1979,1/2,418,Individual,Godfrey N. Hounsfield,1919-08-28,Newark,United Kingdom,Male,Central Research LaboratoriesEMI,London,United Kingdom,2004-08-12,Kingston upon Thames,United Kingdom,60
1979,Peace,The Nobel Peace Prize 1979,1/1,540,Organization,Mother Teresa,1910-08-26,Uskup (Skopje),Macedonia,Female,,,,1997-09-05,Calcutta,India,69
1979,Physics,The Nobel Prize in Physics 1979,1/3,113,Individual,Sheldon Lee Glashow,1932-12-05,New YorkNY,United States,Male,Harvard UniversityLyman Laboratory,CambridgeMA,United States,,,,47
1979,Physics,The Nobel Prize in Physics 1979,1/3,114,Individual,Abdus Salam,1926-01-29,Jhang Maghi&#257;na,India (Pakistan),Male,International Centre for Theoretical Physics,Trieste,Italy,1996-11-21,Oxford,United Kingdom,53;
1979,Physics,The Nobel Prize in Physics 1979,1/3,114,Individual,Abdus Salam,1926-01-29,Jhang Maghi&#257;na,India (Pakistan),Male,Imperial College,London,United Kingdom,1996-11-21,Oxford,United Kingdom,53;
1979,Physics,The Nobel Prize in Physics 1979,1/3,115,Individual,Steven Weinberg,1933-05-03,New YorkNY,United States,Male,Harvard University,CambridgeMA,United States,,,,46
1980,Chemistry,The Nobel Prize in Chemistry 1980,1/4,222,Individual,Frederick Sanger,1918-08-13,Rendcombe,United Kingdom,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,2013-11-19,Cambridge,United Kingdom,62
1980,Chemistry,The Nobel Prize in Chemistry 1980,1/2,254,Individual,Paul Berg,1926-06-30,New YorkNY,United States,Male,Stanford University,StanfordCA,United States,,,,54
1980,Chemistry,The Nobel Prize in Chemistry 1980,1/4,255,Individual,Walter Gilbert,1932-03-21,BostonMA,United States,Male,Harvard UniversityBiological Laboratories,CambridgeMA,United States,,,,48
1980,Economics,The Sveriges Riksbank Prize in Economic Sciences 1980,1/1,694,Individual,Lawrence R. Klein,1920-09-14,OmahaNE,United States,Male,University of Pennsylvania,PhiladelphiaPA,United States,2013-10-20,GladwynePA,United States,60
1980,Literature,The Nobel Prize in Literature 1980,1/1,657,Individual,Czeslaw Milosz,1911-06-30,&#346;eteniai,Lithuania,Male,,,,2004-08-14,Kraków,Poland,69;
1980,Medicine,The Nobel Prize in Physiology or Medicine 1980,1/3,419,Individual,Baruj Benacerraf,1920-10-29,Caracas,Venezuela,Male,Harvard Medical School,BostonMA,United States,2011-08-02,BostonMA,United States,60
1980,Medicine,The Nobel Prize in Physiology or Medicine 1980,1/3,420,Individual,Jean Dausset,1916-10-19,Toulouse,France,Male,Université de ParisLaboratoire Immuno-Hématologie,Paris,France,2009-06-06,PalmaMajorca,Spain,64
1980,Medicine,The Nobel Prize in Physiology or Medicine 1980,1/3,421,Individual,George D. Snell,1903-12-19,BradfordMA,United States,Male,Jackson Laboratory,Bar HarborME,United States,1996-06-06,Bar HarborME,United States,77
1980,Peace,The Nobel Peace Prize 1980,1/1,541,Individual,Adolfo Pérez Esquivel,1931-11-26,Buenos Aires,Argentina,Male,,,,,,,49
1980,Physics,The Nobel Prize in Physics 1980,1/2,116,Individual,James Watson Cronin,1931-09-29,ChicagoIL,United States,Male,University of Chicago,ChicagoIL,United States,2016-08-25,St. PaulMN,United States,49
1980,Physics,The Nobel Prize in Physics 1980,1/2,117,Individual,Val Logsdon Fitch,1923-03-10,MerrimanNE,United States,Male,Princeton University,PrincetonNJ,United States,2015-02-05,PrincetonNJ,United States,57
1981,Chemistry,The Nobel Prize in Chemistry 1981,1/2,257,Individual,Kenichi Fukui,1918-10-04,Nara,Japan,Male,Kyoto University,Kyoto,Japan,1998-01-09,Kyoto,Japan,63
1981,Chemistry,The Nobel Prize in Chemistry 1981,1/2,258,Individual,Roald Hoffmann,1937-07-18,Zloczov,Poland (Ukraine),Male,Cornell University,IthacaNY,United States,,,,44
1981,Economics,The Sveriges Riksbank Prize in Economic Sciences 1981,1/1,695,Individual,James Tobin,1918-03-05,ChampaignIL,United States,Male,Yale University,New HavenCT,United States,2002-03-11,New HavenCT,United States,63
1981,Literature,The Nobel Prize in Literature 1981,1/1,658,Individual,Elias Canetti,1905-07-25,Ruse,Bulgaria,Male,,,,1994-08-14,Zurich,Switzerland,76
1981,Medicine,The Nobel Prize in Physiology or Medicine 1981,1/2,422,Individual,Roger W. Sperry,1913-08-20,HartfordCT,United States,Male,California Institute of Technology (Caltech),PasadenaCA,United States,1994-04-17,PasadenaCA,United States,68
1981,Medicine,The Nobel Prize in Physiology or Medicine 1981,1/4,423,Individual,David H. Hubel,1926-02-27,WindsorON,Canada,Male,Harvard Medical School,BostonMA,United States,2013-09-22,LincolnMA,United States,55
1981,Medicine,The Nobel Prize in Physiology or Medicine 1981,1/4,424,Individual,Torsten N. Wiesel,1924-06-03,Uppsala,Sweden,Male,Harvard Medical School,BostonMA,United States,,,,57
1981,Peace,The Nobel Peace Prize 1981,1/1,515,Organization,Office of the United Nations High Commissioner for Refugees (UNHCR),,,,,,,,,,,#VALUE!
1981,Physics,The Nobel Prize in Physics 1981,1/4,118,Individual,Nicolaas Bloembergen,1920-03-11,Dordrecht,Netherlands,Male,Harvard University,CambridgeMA,United States,,,,61
1981,Physics,The Nobel Prize in Physics 1981,1/4,119,Individual,Arthur Leonard Schawlow,1921-05-05,Mount VernoNY,United States,Male,Stanford University,StanfordCA,United States,1999-04-28,Palo AltoCA,United States,60
1981,Physics,The Nobel Prize in Physics 1981,1/2,120,Individual,Kai M. Siegbahn,1918-04-20,Lund,Sweden,Male,Uppsala University,Uppsala,Sweden,2007-07-20,Ängelholm,Sweden,63
1982,Chemistry,The Nobel Prize in Chemistry 1982,1/1,259,Individual,Aaron Klug,1926-08-11,Zelvas,Lithuania,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,,,,56
1982,Economics,The Sveriges Riksbank Prize in Economic Sciences 1982,1/1,696,Individual,George J. Stigler,1911-01-17,RentonWA,United States,Male,University of Chicago,ChicagoIL,United States,1991-12-01,ChicagoIL,United States,71
1982,Literature,The Nobel Prize in Literature 1982,1/1,659,Individual,Gabriel García Márquez,1927-03-06,Aracataca,Colombia,Male,,,,2014-04-17,Mexico City,Mexico,55
1982,Medicine,The Nobel Prize in Physiology or Medicine 1982,1/3,425,Individual,Sune K. Bergström,1916-01-10,Stockholm,Sweden,Male,Karolinska Institutet,Stockholm,Sweden,2004-08-15,Stockholm,Sweden,66
1982,Medicine,The Nobel Prize in Physiology or Medicine 1982,1/3,426,Individual,Bengt I. Samuelsson,1934-05-21,Halmstad,Sweden,Male,Karolinska Institutet,Stockholm,Sweden,,,,48
1982,Medicine,The Nobel Prize in Physiology or Medicine 1982,1/3,427,Individual,John R. Vane,1927-03-29,Tardebigg,United Kingdom,Male,The Wellcome Research Laboratories,Beckenham,United Kingdom,2004-11-19,Farnborough,United Kingdom,55
1982,Peace,The Nobel Peace Prize 1982,1/2,543,Individual,Alva Myrdal,1902-01-31,Uppsala,Sweden,Female,,,,1986-02-01,Stockholm,Sweden,80
1982,Peace,The Nobel Peace Prize 1982,1/2,544,Individual,Alfonso García Robles,1911-03-20,Zamora,Mexico,Male,,,,1991-09-02,Mexico City,Mexico,71
1982,Physics,The Nobel Prize in Physics 1982,1/1,121,Individual,Kenneth G. Wilson,1936-06-08,WalthamMA,United States,Male,Cornell University,IthacaNY,United States,2013-06-15,SacoME,United States,46
1983,Chemistry,The Nobel Prize in Chemistry 1983,1/1,260,Individual,Henry Taube,1915-11-30,Neudorf,Canada,Male,Stanford University,StanfordCA,United States,2005-11-16,StanfordCA,United States,68
1983,Economics,The Sveriges Riksbank Prize in Economic Sciences 1983,1/1,697,Individual,Gerard Debreu,1921-07-04,Calais,France,Male,University of California,BerkeleyCA,United States,2004-12-31,Paris,France,62
1983,Literature,The Nobel Prize in Literature 1983,1/1,660,Individual,William Golding,1911-09-19,St. Columb Minor,United Kingdom,Male,,,,1993-06-19,Perranarworthal,United Kingdom,72
1983,Medicine,The Nobel Prize in Physiology or Medicine 1983,1/1,428,Individual,Barbara McClintock,1902-06-16,HartfordCT,United States,Female,Cold Spring Harbor Laboratory,Cold Spring HarborNY,United States,1992-09-02,HuntingtonNY,United States,81
1983,Peace,The Nobel Peace Prize 1983,1/1,545,Individual,Lech Walesa,1943-09-29,Popowo,Poland,Male,,,,,,,40
1983,Physics,The Nobel Prize in Physics 1983,1/2,122,Individual,Subramanyan Chandrasekhar,1910-10-19,Lahore,India (Pakistan),Male,University of Chicago,ChicagoIL,United States,1995-08-21,ChicagoIL,United States,73
1983,Physics,The Nobel Prize in Physics 1983,1/2,123,Individual,William Alfred Fowler,1911-08-09,PittsburghPA,United States,Male,California Institute of Technology (Caltech),PasadenaCA,United States,1995-03-14,PasadenaCA,United States,72
1984,Chemistry,The Nobel Prize in Chemistry 1984,1/1,261,Individual,Robert Bruce Merrifield,1921-07-15,Fort WorthTX,United States,Male,Rockefeller University,New YorkNY,United States,2006-05-14,CresskillNJ,United States,63
1984,Economics,The Sveriges Riksbank Prize in Economic Sciences 1984,1/1,698,Individual,Richard Stone,1913-08-30,London,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,1991-12-06,Cambridge,United Kingdom,71
1984,Literature,The Nobel Prize in Literature 1984,1/1,661,Individual,Jaroslav Seifert,1901-09-23,Prague,Czech,Male,,,,1986-01-10,Prague,Czechoslovakia,83
1984,Medicine,The Nobel Prize in Physiology or Medicine 1984,1/3,429,Individual,Niels K. Jerne,1911-12-23,London,United Kingdom,Male,Basel Institute for Immunology,Basel,Switzerland,1994-10-07,Castillon-du-Gard,France,73
1984,Medicine,The Nobel Prize in Physiology or Medicine 1984,1/3,430,Individual,Georges J.F. Köhler,1946-04-17,Munich,Germany,Male,Basel Institute for Immunology,Basel,Switzerland,1995-03-01,Freiburg im Breisgau,Germany,38
1984,Medicine,The Nobel Prize in Physiology or Medicine 1984,1/3,431,Individual,César Milstein,1927-10-08,Bahia Blanca,Argentina,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,2002-03-24,Cambridge,United Kingdom,57
1984,Peace,The Nobel Peace Prize 1984,1/1,546,Individual,Desmond Mpilo Tutu,1931-10-07,Klerksdorp,South Africa,Male,,,,,,,53
1984,Physics,The Nobel Prize in Physics 1984,1/2,124,Individual,Carlo Rubbia,1934-03-31,Gorizia,Italy,Male,CERN,Geneva,Switzerland,,Geneva,Switzerland,50
1984,Physics,The Nobel Prize in Physics 1984,1/2,125,Individual,Simon van der Meer,1925-11-24,the Hague,Netherlands,Male,CERN,Geneva,Switzerland,2011-03-04,Geneva,Switzerland,59
1985,Chemistry,The Nobel Prize in Chemistry 1985,1/2,262,Individual,Herbert A. Hauptman,1917-02-14,New YorkNY,United States,Male,The Medical Foundation of Buffalo,BuffaloNY,United States,2011-10-23,BuffaloNY,United States,68
1985,Chemistry,The Nobel Prize in Chemistry 1985,1/2,263,Individual,Jerome Karle,1918-06-18,New YorkNY,United States,Male,US Naval Research Laboratory,WashingtonDC,United States,2013-06-06,,,67
1985,Economics,The Sveriges Riksbank Prize in Economic Sciences 1985,1/1,699,Individual,Franco Modigliani,1918-06-18,Rome,Italy,Male,Massachusetts Institute of Technology (MIT),CambridgeMA,United States,2003-09-25,CambridgeMA,United States,67
1985,Literature,The Nobel Prize in Literature 1985,1/1,662,Individual,Claude Simon,1913-10-10,Tananarive (Antananarivo),Madagascar,Male,,,,2005-07-06,Paris,France,72
1985,Medicine,The Nobel Prize in Physiology or Medicine 1985,1/2,432,Individual,Michael S. Brown,1941-04-13,New YorkNY,United States,Male,University of Texas Southwestern Medical Center at Dallas,DallasTX,United States,,,,44
1985,Medicine,The Nobel Prize in Physiology or Medicine 1985,1/2,433,Individual,Joseph L. Goldstein,1940-04-18,SumterSC,United States,Male,University of Texas Southwestern Medical Center at Dallas,DallasTX,United States,,,,45
1985,Peace,The Nobel Peace Prize 1985,1/1,547,Organization,International Physicians for the Prevention of Nuclear War,,,,,,,,,,,#VALUE!
1985,Physics,The Nobel Prize in Physics 1985,1/1,126,Individual,Klaus von Klitzing,1943-06-28,Schroda,German-occupied Poland (Poland),Male,Max-Planck-Institut für Festkörperforschung,Stuttgart,Germany,,,,42
1986,Chemistry,The Nobel Prize in Chemistry 1986,1/3,264,Individual,Dudley R. Herschbach,1932-06-18,San JoséCA,United States,Male,Harvard University,CambridgeMA,United States,,,,54
1986,Chemistry,The Nobel Prize in Chemistry 1986,1/3,265,Individual,Yuan T. Lee,1936-11-19,Hsinchu,Taiwan,Male,University of California,BerkeleyCA,United States,,,,50
1986,Chemistry,The Nobel Prize in Chemistry 1986,1/3,266,Individual,John C. Polanyi,1929-01-23,Berlin,Germany,Male,University of Toronto,Toronto,Canada,,,,57
1986,Economics,The Sveriges Riksbank Prize in Economic Sciences 1986,1/1,700,Individual,James M. Buchanan Jr.,1919-10-03,MurfreesboroTN,United States,Male,Center for Study of Public Choice,FairfaxVA,United States,2013-01-09,BlacksburgVA,United States,67
1986,Literature,The Nobel Prize in Literature 1986,1/1,663,Individual,Wole Soyinka,1934-07-13,Abeokuta,Nigeria,Male,,,,,,,52
1986,Medicine,The Nobel Prize in Physiology or Medicine 1986,1/2,434,Individual,Stanley Cohen,1922-11-17,BrooklynNY,United States,Male,Vanderbilt University School of Medicine,NashvilleTN,United States,,,,64
1986,Medicine,The Nobel Prize in Physiology or Medicine 1986,1/2,435,Individual,Rita Levi-Montalcini,1909-04-22,Turin,Italy,Female,Institute of Cell Biology of the C.N.R.,Rome,Italy,2012-12-30,Rome,Italy,77
1986,Peace,The Nobel Peace Prize 1986,1/1,548,Individual,Elie Wiesel,1928-09-30,Sighet,Romania,Male,,,,2016-07-02,New YorkNY,United States,58
1986,Physics,The Nobel Prize in Physics 1986,1/2,127,Individual,Ernst Ruska,1906-12-25,Heidelberg,Germany,Male,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,1988-05-27,West Berlin,Germany,80
1986,Physics,The Nobel Prize in Physics 1986,1/4,128,Individual,Gerd Binnig,1947-07-20,Frankfurt-on-the-Main,West Germany,Male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,,,,39
1986,Physics,The Nobel Prize in Physics 1986,1/4,129,Individual,Heinrich Rohrer,1933-06-06,Buchs,Switzerland,Male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,2013-05-16,Wollerau,Switzerland,53
1987,Chemistry,The Nobel Prize in Chemistry 1987,1/3,267,Individual,Donald J. Cram,1919-04-22,ChesterVT,United States,Male,University of California,Los AngelesCA,United States,2001-06-17,Palm DesertCA,United States,68
1987,Chemistry,The Nobel Prize in Chemistry 1987,1/3,268,Individual,Jean-Marie Lehn,1939-09-30,Rosheim,France,Male,Université Louis Pasteur,Strasbourg,France,,,,48
1987,Chemistry,The Nobel Prize in Chemistry 1987,1/3,268,Individual,Jean-Marie Lehn,1939-09-30,Rosheim,France,Male,Collège de France,Paris,France,,,,48
1987,Chemistry,The Nobel Prize in Chemistry 1987,1/3,269,Individual,Charles J. Pedersen,1904-10-03,Pusan,South Korea,Male,Du Pont,WilmingtonDE,United States,1989-10-26,SalemNJ,United States,83
1987,Economics,The Sveriges Riksbank Prize in Economic Sciences 1987,1/1,701,Individual,Robert M. Solow,1924-08-23,BrooklynNY,United States,Male,Massachusetts Institute of Technology (MIT),CambridgeMA,United States,,,,63
1987,Literature,The Nobel Prize in Literature 1987,1/1,664,Individual,Joseph Brodsky,1940-05-24,Leningrad (Saint Petersburg),Russia,Male,,,,1996-01-28,New YorkNY,United States,47
1987,Medicine,The Nobel Prize in Physiology or Medicine 1987,1/1,436,Individual,Susumu Tonegawa,1939-09-06,Nagoya,Japan,Male,Massachusetts Institute of Technology (MIT),CambridgeMA,United States,,,,48
1987,Peace,The Nobel Peace Prize 1987,1/1,549,Individual,Oscar Arias Sánchez,1941-09-13,Heredia,Costa Rica,Male,,,,,,,46
1987,Physics,The Nobel Prize in Physics 1987,1/2,130,Individual,J. Georg Bednorz,1950-05-16,Neuenkirchen,West Germany,Male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,,,,37
1987,Physics,The Nobel Prize in Physics 1987,1/2,131,Individual,K. Alexander Müller,1927-04-20,Basel,Switzerland,Male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,,,,60
1988,Chemistry,The Nobel Prize in Chemistry 1988,1/3,270,Individual,Johann Deisenhofer,1943-09-30,Zusamaltheim,Germany,Male,University of Texas Southwestern Medical Center at Dallas,DallasTX,United States,,,,45
1988,Chemistry,The Nobel Prize in Chemistry 1988,1/3,270,Individual,Johann Deisenhofer,1943-09-30,Zusamaltheim,Germany,Male,Howard Hughes Medical Institute,,,,,,45
1988,Chemistry,The Nobel Prize in Chemistry 1988,1/3,271,Individual,Robert Huber,1937-02-20,Munich,Germany,Male,Max-Planck-Institut für Biochemie,Martinsried,Germany,,,,51
1988,Chemistry,The Nobel Prize in Chemistry 1988,1/3,272,Individual,Hartmut Michel,1948-07-18,Ludwigsburg,West Germany,Male,Max-Planck-Institut für Biophysik,Frankfurt-on-the-Main,Germany,,,,40
1988,Economics,The Sveriges Riksbank Prize in Economic Sciences 1988,1/1,702,Individual,Maurice Allais,1911-05-31,Paris,France,Male,École Nationale Supérieur des Mines de Paris,Paris,France,2010-10-09,Paris,France,77
